combined_shot_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_range,opponent,shot_id
Jump Shot,77,141,7,2,0,2000-01,18,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,LAC,280
Jump Shot,-6,70,6,2,0,2000-01,35,7,,2PT Field Goal,Center(C),Less Than 8 ft.,LAC,281
Layup,0,0,2,2,0,2000-01,8,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,LAC,283
Layup,0,0,1,2,0,2000-01,39,0,,2PT Field Goal,Center(C),Less Than 8 ft.,LAC,284
Jump Shot,144,215,0,2,0,2000-01,36,25,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,LAC,285
Jump Shot,-63,177,11,3,0,2000-01,24,18,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,LAC,286
Jump Shot,100,259,7,3,0,2000-01,20,27,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,LAC,287
Jump Shot,-48,78,4,3,0,2000-01,53,9,1.0,2PT Field Goal,Left Side(L),8-16 ft.,LAC,288
Jump Shot,153,198,3,3,0,2000-01,42,25,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,LAC,289
Layup,-56,21,2,3,0,2000-01,15,5,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,LAC,290
Layup,0,0,0,3,0,2000-01,54,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,LAC,291
Jump Shot,201,11,11,4,0,2000-01,7,20,1.0,2PT Field Goal,Right Side(R),16-24 ft.,LAC,292
Jump Shot,243,34,9,1,0,2000-01,42,24,1.0,3PT Field Goal,Right Side(R),24+ ft.,IND,294
Jump Shot,123,232,5,1,0,2000-01,0,26,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,IND,295
Jump Shot,-157,137,3,1,0,2000-01,30,20,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,IND,296
Jump Shot,138,110,11,2,0,2000-01,8,17,,2PT Field Goal,Right Side Center(RC),16-24 ft.,IND,297
Jump Shot,102,137,8,2,0,2000-01,40,17,,2PT Field Goal,Right Side Center(RC),16-24 ft.,IND,298
Jump Shot,186,17,3,2,0,2000-01,47,18,0.0,2PT Field Goal,Right Side(R),16-24 ft.,IND,302
Layup,0,0,2,2,0,2000-01,54,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,IND,303
Dunk,0,0,8,3,0,2000-01,22,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,IND,304
Jump Shot,142,245,7,3,0,2000-01,22,28,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,IND,305
Jump Shot,-33,70,6,3,0,2000-01,52,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,IND,306
Jump Shot,-12,42,6,3,0,2000-01,48,4,,2PT Field Goal,Center(C),Less Than 8 ft.,IND,307
Jump Shot,121,104,4,3,0,2000-01,58,15,0.0,2PT Field Goal,Right Side(R),8-16 ft.,IND,308
Layup,0,0,4,3,0,2000-01,3,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,IND,309
Jump Shot,79,163,3,3,0,2000-01,18,18,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,IND,310
Jump Shot,-94,0,2,3,0,2000-01,57,9,,2PT Field Goal,Left Side(L),8-16 ft.,IND,311
Jump Shot,-124,135,2,3,0,2000-01,19,18,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,IND,312
Dunk,0,0,1,3,0,2000-01,15,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,IND,313
Jump Shot,108,409,0,3,0,2000-01,0,42,0.0,3PT Field Goal,Back Court(BC),Back Court Shot,IND,314
Jump Shot,-67,135,10,4,0,2000-01,32,15,0.0,2PT Field Goal,Center(C),8-16 ft.,IND,315
Jump Shot,-160,224,10,4,0,2000-01,6,27,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,IND,316
Jump Shot,-134,9,10,1,0,2000-01,59,13,1.0,2PT Field Goal,Left Side(L),8-16 ft.,SEA,318
Jump Shot,-122,15,8,1,0,2000-01,37,12,,2PT Field Goal,Left Side(L),8-16 ft.,SEA,319
Jump Shot,-101,116,7,1,0,2000-01,10,15,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SEA,320
Jump Shot,-29,19,0,1,0,2000-01,48,3,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,321
Jump Shot,-50,245,0,1,0,2000-01,24,25,0.0,3PT Field Goal,Center(C),24+ ft.,SEA,322
Jump Shot,-150,466,0,1,0,2000-01,0,48,,3PT Field Goal,Back Court(BC),Back Court Shot,SEA,323
Layup,-29,13,11,2,0,2000-01,48,3,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,324
Jump Shot,-35,19,9,2,0,2000-01,0,3,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,325
Jump Shot,-35,19,1,2,0,2000-01,54,3,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,326
Dunk,0,0,9,3,0,2000-01,37,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,329
Jump Shot,167,207,9,3,0,2000-01,6,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,SEA,330
Dunk,0,0,7,3,0,2000-01,2,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,331
Jump Shot,60,177,3,3,0,2000-01,45,18,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SEA,332
Layup,0,0,1,3,0,2000-01,28,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,333
Jump Shot,-86,253,9,1,0,2000-01,34,26,,3PT Field Goal,Left Side Center(LC),24+ ft.,SAS,334
Jump Shot,172,68,7,1,0,2000-01,28,18,1.0,2PT Field Goal,Right Side(R),16-24 ft.,SAS,336
Jump Shot,-50,28,6,1,0,2000-01,35,5,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,337
Jump Shot,-86,165,5,1,0,2000-01,30,18,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,338
Jump Shot,-79,28,4,1,0,2000-01,50,8,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,339
Dunk,0,0,4,1,0,2000-01,4,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,340
Jump Shot,18,144,2,1,0,2000-01,33,14,,2PT Field Goal,Center(C),8-16 ft.,SAS,341
Jump Shot,123,55,2,1,0,2000-01,0,13,0.0,2PT Field Goal,Right Side(R),8-16 ft.,SAS,342
Layup,0,0,0,1,0,2000-01,7,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,343
Jump Shot,-170,-15,4,2,0,2000-01,40,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,SAS,344
Jump Shot,159,116,4,2,0,2000-01,14,19,,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,345
Jump Shot,32,148,11,3,0,2000-01,35,15,1.0,2PT Field Goal,Center(C),8-16 ft.,SAS,347
Jump Shot,5,198,9,3,0,2000-01,10,19,0.0,2PT Field Goal,Center(C),16-24 ft.,SAS,349
Jump Shot,-149,247,6,3,0,2000-01,27,28,,3PT Field Goal,Left Side Center(LC),24+ ft.,SAS,350
Layup,0,0,5,3,0,2000-01,59,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,351
Jump Shot,-79,133,4,3,0,2000-01,41,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,352
Jump Shot,-23,40,3,3,0,2000-01,8,4,,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,353
Jump Shot,66,154,0,3,0,2000-01,37,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,354
Jump Shot,-86,257,0,3,0,2000-01,0,27,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,SAS,355
Jump Shot,75,198,11,4,0,2000-01,42,21,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,356
Dunk,0,0,11,4,0,2000-01,0,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,357
Jump Shot,-58,68,9,4,0,2000-01,42,8,1.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,358
Jump Shot,60,61,9,4,0,2000-01,7,8,1.0,2PT Field Goal,Right Side(R),8-16 ft.,SAS,359
Jump Shot,117,253,7,4,0,2000-01,34,27,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,SAS,360
Jump Shot,-50,17,6,4,0,2000-01,49,5,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,361
Dunk,0,0,6,4,0,2000-01,38,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,362
Jump Shot,18,209,4,4,0,2000-01,0,20,0.0,2PT Field Goal,Center(C),16-24 ft.,SAS,363
Jump Shot,-136,160,0,4,0,2000-01,51,20,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,364
Jump Shot,60,127,10,1,0,2000-01,26,14,1.0,2PT Field Goal,Center(C),8-16 ft.,DAL,366
Jump Shot,87,133,9,1,0,2000-01,11,15,,2PT Field Goal,Right Side(R),8-16 ft.,DAL,367
Jump Shot,39,82,8,1,0,2000-01,34,9,,2PT Field Goal,Center(C),8-16 ft.,DAL,368
Jump Shot,-149,2,6,1,0,2000-01,46,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,DAL,369
Jump Shot,110,243,5,1,0,2000-01,26,26,,3PT Field Goal,Right Side Center(RC),24+ ft.,DAL,370
Jump Shot,110,13,1,1,0,2000-01,29,11,1.0,2PT Field Goal,Right Side(R),8-16 ft.,DAL,371
Jump Shot,11,82,8,2,0,2000-01,57,8,0.0,2PT Field Goal,Center(C),8-16 ft.,DAL,372
Jump Shot,-16,55,8,2,0,2000-01,53,5,,2PT Field Goal,Center(C),Less Than 8 ft.,DAL,373
Jump Shot,237,2,8,2,0,2000-01,48,23,0.0,3PT Field Goal,Right Side(R),24+ ft.,DAL,374
Jump Shot,11,198,5,2,0,2000-01,18,19,0.0,2PT Field Goal,Center(C),16-24 ft.,DAL,375
Jump Shot,-185,127,1,2,0,2000-01,49,22,,2PT Field Goal,Left Side(L),16-24 ft.,DAL,376
Dunk,0,0,1,2,0,2000-01,10,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DAL,377
Jump Shot,11,89,0,2,0,2000-01,25,8,1.0,2PT Field Goal,Center(C),8-16 ft.,DAL,378
Jump Shot,18,160,0,2,0,2000-01,0,16,0.0,2PT Field Goal,Center(C),16-24 ft.,DAL,379
Dunk,0,0,10,3,0,2000-01,32,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DAL,380
Jump Shot,-98,285,6,3,0,2000-01,17,30,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,DAL,381
Jump Shot,-157,45,5,3,0,2000-01,12,16,1.0,2PT Field Goal,Left Side(L),16-24 ft.,DAL,382
Jump Shot,-92,186,4,3,0,2000-01,5,20,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,DAL,383
Jump Shot,-149,28,3,3,0,2000-01,25,15,0.0,2PT Field Goal,Left Side(L),8-16 ft.,DAL,384
Jump Shot,75,28,3,3,0,2000-01,3,8,1.0,2PT Field Goal,Right Side(R),8-16 ft.,DAL,385
Jump Shot,138,13,0,3,0,2000-01,17,13,0.0,2PT Field Goal,Right Side(R),8-16 ft.,DAL,386
Tip Shot,0,0,0,3,0,2000-01,0,0,,2PT Field Goal,Center(C),Less Than 8 ft.,DAL,387
Layup,0,0,8,4,0,2000-01,35,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DAL,388
Jump Shot,-115,110,7,4,0,2000-01,31,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,DAL,389
Dunk,0,0,9,1,0,2000-01,57,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHI,393
Jump Shot,-65,165,7,1,0,2000-01,27,17,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,PHI,394
Jump Shot,81,133,6,1,0,2000-01,48,15,1.0,2PT Field Goal,Right Side(R),8-16 ft.,PHI,395
Jump Shot,138,110,3,1,0,2000-01,33,17,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,PHI,396
Jump Shot,231,394,0,1,0,2000-01,0,45,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,PHI,398
Jump Shot,5,205,11,2,0,2000-01,21,20,0.0,2PT Field Goal,Center(C),16-24 ft.,PHI,399
Jump Shot,-44,148,10,2,0,2000-01,41,15,0.0,2PT Field Goal,Center(C),8-16 ft.,PHI,400
Layup,18,23,9,2,0,2000-01,26,2,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHI,401
Jump Shot,123,89,8,2,0,2000-01,6,15,,2PT Field Goal,Right Side(R),8-16 ft.,PHI,402
Jump Shot,-92,127,5,2,0,2000-01,48,15,0.0,2PT Field Goal,Left Side(L),8-16 ft.,PHI,403
Layup,0,0,5,2,0,2000-01,23,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHI,404
Jump Shot,32,257,3,2,0,2000-01,40,25,0.0,3PT Field Goal,Center(C),24+ ft.,PHI,405
Jump Shot,33,78,2,2,0,2000-01,34,8,0.0,2PT Field Goal,Center(C),8-16 ft.,PHI,406
Jump Shot,-212,64,0,2,0,2000-01,0,22,0.0,2PT Field Goal,Left Side(L),16-24 ft.,PHI,407
Jump Shot,123,148,9,3,0,2000-01,27,19,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,PHI,408
Layup,0,0,9,3,0,2000-01,21,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHI,409
Jump Shot,-122,137,6,3,0,2000-01,36,18,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,PHI,410
Jump Shot,123,-15,4,3,0,2000-01,46,12,1.0,2PT Field Goal,Right Side(R),8-16 ft.,PHI,411
Jump Shot,-149,-15,4,3,0,2000-01,16,14,1.0,2PT Field Goal,Left Side(L),8-16 ft.,PHI,412
Jump Shot,237,40,11,4,0,2000-01,26,24,1.0,3PT Field Goal,Right Side(R),24+ ft.,PHI,413
Jump Shot,-1,160,10,4,0,2000-01,13,16,0.0,2PT Field Goal,Center(C),16-24 ft.,PHI,414
Jump Shot,-176,-15,6,4,0,2000-01,35,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,PHI,415
Layup,0,0,6,4,0,2000-01,4,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHI,416
Jump Shot,39,192,5,4,0,2000-01,2,19,,2PT Field Goal,Center(C),16-24 ft.,PHI,417
Dunk,0,0,1,4,0,2000-01,24,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHI,419
Jump Shot,60,17,0,4,0,2000-01,38,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHI,420
Jump Shot,150,116,11,1,0,2000-01,41,18,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,GSW,421
Jump Shot,102,160,10,1,0,2000-01,54,18,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,GSW,422
Tip Shot,0,0,7,1,0,2000-01,27,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,423
Jump Shot,-4,167,4,1,0,2000-01,37,16,1.0,2PT Field Goal,Center(C),16-24 ft.,GSW,424
Jump Shot,-168,-21,3,1,0,2000-01,38,16,0.0,2PT Field Goal,Left Side(L),16-24 ft.,GSW,425
Jump Shot,1,49,3,1,0,2000-01,10,4,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,426
Jump Shot,144,0,2,1,0,2000-01,6,14,1.0,2PT Field Goal,Right Side(R),8-16 ft.,GSW,427
Jump Shot,-31,61,10,2,0,2000-01,5,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,429
Layup,0,0,9,2,0,2000-01,0,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,430
Jump Shot,180,4,7,2,0,2000-01,57,18,1.0,2PT Field Goal,Right Side(R),16-24 ft.,GSW,431
Jump Shot,159,0,6,2,0,2000-01,2,15,0.0,2PT Field Goal,Right Side(R),8-16 ft.,GSW,432
Layup,0,0,1,2,0,2000-01,14,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,433
Layup,-18,21,0,2,0,2000-01,7,2,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,435
Layup,0,0,11,3,0,2000-01,40,0,,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,436
Jump Shot,231,-4,10,3,0,2000-01,59,23,1.0,3PT Field Goal,Right Side(R),24+ ft.,GSW,437
Jump Shot,-39,21,8,3,0,2000-01,28,4,,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,438
Jump Shot,96,139,3,3,0,2000-01,31,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,GSW,441
Jump Shot,-60,167,2,3,0,2000-01,34,17,,2PT Field Goal,Left Side Center(LC),16-24 ft.,GSW,442
Jump Shot,-231,-4,0,3,0,2000-01,29,23,,3PT Field Goal,Left Side(L),24+ ft.,GSW,443
Jump Shot,1,78,7,4,0,2000-01,35,7,,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,444
Jump Shot,-231,4,5,4,0,2000-01,55,23,0.0,3PT Field Goal,Left Side(L),24+ ft.,GSW,445
Jump Shot,-225,-21,3,4,0,2000-01,42,22,0.0,3PT Field Goal,Left Side(L),24+ ft.,GSW,446
Jump Shot,-73,78,2,4,0,2000-01,9,10,,2PT Field Goal,Left Side(L),8-16 ft.,GSW,447
Jump Shot,-60,156,1,4,0,2000-01,5,16,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,GSW,448
Jump Shot,-189,4,0,4,0,2000-01,22,18,0.0,2PT Field Goal,Left Side(L),16-24 ft.,GSW,449
Jump Shot,30,251,0,4,0,2000-01,0,25,0.0,3PT Field Goal,Center(C),24+ ft.,GSW,450
Jump Shot,-147,-4,2,5,0,2000-01,26,14,1.0,2PT Field Goal,Left Side(L),8-16 ft.,GSW,451
Dunk,0,0,2,5,0,2000-01,10,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,452
Jump Shot,-153,0,1,5,0,2000-01,18,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,GSW,453
Jump Shot,108,11,0,5,0,2000-01,34,10,1.0,2PT Field Goal,Right Side(R),8-16 ft.,GSW,454
Jump Shot,-96,318,0,5,0,2000-01,0,33,0.0,3PT Field Goal,Center(C),24+ ft.,GSW,455
Jump Shot,26,55,8,1,0,2000-01,27,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,457
Jump Shot,172,99,7,1,0,2000-01,19,19,,2PT Field Goal,Right Side(R),16-24 ft.,SEA,458
Jump Shot,11,175,3,1,0,2000-01,5,17,0.0,2PT Field Goal,Center(C),16-24 ft.,SEA,460
Jump Shot,75,175,1,1,0,2000-01,51,19,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SEA,461
Jump Shot,-50,68,0,1,0,2000-01,11,8,,2PT Field Goal,Left Side(L),8-16 ft.,SEA,462
Jump Shot,186,-2,11,2,0,2000-01,24,18,0.0,2PT Field Goal,Right Side(R),16-24 ft.,SEA,463
Dunk,0,0,9,2,0,2000-01,29,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,464
Layup,0,0,3,2,0,2000-01,0,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,465
Jump Shot,159,116,2,2,0,2000-01,30,19,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SEA,466
Layup,0,0,2,2,0,2000-01,2,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,467
Jump Shot,60,192,11,3,0,2000-01,34,20,0.0,2PT Field Goal,Center(C),16-24 ft.,SEA,468
Jump Shot,-44,13,11,3,0,2000-01,2,4,,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,469
Jump Shot,172,-2,10,3,0,2000-01,46,17,0.0,2PT Field Goal,Right Side(R),16-24 ft.,SEA,470
Jump Shot,102,133,8,3,0,2000-01,32,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SEA,471
Jump Shot,-23,127,7,3,0,2000-01,27,12,1.0,2PT Field Goal,Center(C),8-16 ft.,SEA,473
Jump Shot,123,144,6,3,0,2000-01,16,18,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SEA,474
Jump Shot,138,209,5,3,0,2000-01,33,25,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,SEA,475
Jump Shot,-58,17,3,3,0,2000-01,55,6,,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,476
Jump Shot,-71,192,11,4,0,2000-01,47,20,,2PT Field Goal,Left Side Center(LC),16-24 ft.,SEA,477
Jump Shot,-1,72,11,4,0,2000-01,7,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SEA,478
Jump Shot,-145,21,2,4,0,2000-01,9,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SEA,479
Jump Shot,123,181,10,1,0,2000-01,42,21,,2PT Field Goal,Right Side Center(RC),16-24 ft.,DET,481
Jump Shot,-130,160,9,1,0,2000-01,21,20,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,DET,482
Dunk,0,0,9,1,0,2000-01,16,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,483
Jump Shot,-115,247,8,1,0,2000-01,32,27,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,DET,484
Jump Shot,132,120,7,1,0,2000-01,59,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,DET,485
Jump Shot,-170,40,6,1,0,2000-01,48,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,DET,486
Layup,0,0,1,1,0,2000-01,24,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,487
Jump Shot,-176,318,0,1,0,2000-01,0,36,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,DET,488
Jump Shot,66,127,10,2,0,2000-01,38,14,1.0,2PT Field Goal,Center(C),8-16 ft.,DET,489
Dunk,0,0,3,2,0,2000-01,29,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,490
Jump Shot,-143,198,9,3,0,2000-01,28,24,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,DET,492
Jump Shot,102,137,8,3,0,2000-01,46,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,DET,493
Jump Shot,-10,61,7,3,0,2000-01,42,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,494
Jump Shot,-10,247,6,3,0,2000-01,38,24,,3PT Field Goal,Center(C),24+ ft.,DET,495
Jump Shot,138,110,6,3,0,2000-01,16,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,DET,496
Layup,0,0,3,3,0,2000-01,30,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,498
Jump Shot,60,133,0,3,0,2000-01,32,14,0.0,2PT Field Goal,Center(C),8-16 ft.,DET,499
Jump Shot,-185,99,0,3,0,2000-01,3,20,0.0,2PT Field Goal,Left Side(L),16-24 ft.,DET,500
Jump Shot,-1,78,10,4,0,2000-01,58,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,501
Jump Shot,-23,61,10,1,0,2000-01,50,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,502
Layup,0,0,10,1,0,2000-01,29,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,503
Layup,0,0,10,1,0,2000-01,24,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,504
Layup,0,0,9,1,0,2000-01,44,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,505
Jump Shot,75,23,9,1,0,2000-01,11,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,506
Layup,0,0,5,1,0,2000-01,14,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,507
Dunk,0,0,4,1,0,2000-01,17,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,508
Jump Shot,11,175,1,1,0,2000-01,56,17,1.0,2PT Field Goal,Center(C),16-24 ft.,MIL,510
Dunk,0,0,6,2,0,2000-01,17,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,512
Jump Shot,-197,28,5,2,0,2000-01,13,19,,2PT Field Goal,Left Side(L),16-24 ft.,MIL,513
Layup,0,0,4,2,0,2000-01,11,0,,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,514
Jump Shot,138,110,3,2,0,2000-01,44,17,,2PT Field Goal,Right Side Center(RC),16-24 ft.,MIL,515
Jump Shot,11,291,2,2,0,2000-01,35,29,0.0,3PT Field Goal,Center(C),24+ ft.,MIL,516
Jump Shot,-98,253,0,2,0,2000-01,39,27,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,MIL,517
Jump Shot,-122,236,0,2,0,2000-01,22,26,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,MIL,518
Jump Shot,110,127,11,3,0,2000-01,46,16,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,MIL,519
Jump Shot,81,175,7,3,0,2000-01,27,19,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,MIL,520
Jump Shot,110,23,2,3,0,2000-01,52,11,0.0,2PT Field Goal,Right Side(R),8-16 ft.,MIL,521
Jump Shot,32,61,0,3,0,2000-01,50,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,522
Jump Shot,153,232,6,4,0,2000-01,51,27,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,MIL,524
Jump Shot,87,28,6,4,0,2000-01,18,9,0.0,2PT Field Goal,Right Side(R),8-16 ft.,MIL,525
Jump Shot,-130,219,4,4,0,2000-01,50,25,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,MIL,526
Jump Shot,144,219,4,4,0,2000-01,3,26,,3PT Field Goal,Right Side Center(RC),24+ ft.,MIL,527
Jump Shot,-107,247,2,4,0,2000-01,50,26,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,MIL,528
Jump Shot,-86,13,2,4,0,2000-01,28,8,0.0,2PT Field Goal,Left Side(L),8-16 ft.,MIL,529
Jump Shot,-136,7,2,4,0,2000-01,26,13,,2PT Field Goal,Left Side(L),8-16 ft.,MIL,530
Jump Shot,-71,45,0,4,0,2000-01,12,8,,2PT Field Goal,Left Side(L),8-16 ft.,MIL,531
Jump Shot,-71,270,0,4,0,2000-01,0,27,0.0,3PT Field Goal,Center(C),24+ ft.,MIL,532
Jump Shot,-27,34,3,1,0,2000-01,52,4,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,POR,534
Jump Shot,-27,91,0,1,0,2000-01,40,9,1.0,2PT Field Goal,Center(C),8-16 ft.,POR,535
Layup,0,0,0,1,0,2000-01,13,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,POR,536
Layup,0,0,0,1,0,2000-01,2,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,POR,537
Layup,0,0,10,2,0,2000-01,58,0,,2PT Field Goal,Center(C),Less Than 8 ft.,POR,538
Jump Shot,81,15,10,2,0,2000-01,24,8,0.0,2PT Field Goal,Right Side(R),8-16 ft.,POR,539
Jump Shot,81,4,9,2,0,2000-01,6,8,1.0,2PT Field Goal,Right Side(R),8-16 ft.,POR,540
Jump Shot,-4,72,7,2,0,2000-01,56,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,POR,541
Jump Shot,96,152,1,2,0,2000-01,54,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,POR,542
